Macro-categoria,Sottocategoria,Domanda,Risposta
Biglietteria e Tariffe,Formati e Cessione,"Ho prenotato anche dei servizi extra con il biglietto, posso modificarli?","🤔 Dipende dal tipo di servizio che hai acquistato e dall'offerta specifica! 😊 Ti consiglio di controllare le condizioni del servizio nella pagina dedicata ai servizi per vedere se è modificabile, rimborsabile o cancellabile. 🙂 Se sia il biglietto che il servizio sono modificabili, puoi farlo usando 'Cerca il biglietto' sul sito o 'Recupera biglietto' sull'app, poi clicchi Gestisci e selezioni i servizi da modificare."
Biglietteria e Tariffe,Formati e Cessione,Come faccio a sapere se il mio biglietto è rimborsabile prima di fare la richiesta?,"😊 Devi controllare le condizioni dell'offerta nella sezione dedicata quando acquisti o gestisci il biglietto. 🙂 Ogni tariffa ha le sue regole specifiche: alcune sono completamente rimborsabili, altre con trattenute, altre ancora non sono rimborsabili per niente. 🤔 È sempre meglio verificare prima di procedere con l'acquisto!"
Biglietteria e Tariffe,Formati e Cessione,Posso aggiungere il biglietto al mio Apple o Google Wallet?,"😊 Sì! Puoi aggiungere il biglietto all'Apple/Google Wallet subito dopo l'acquisto o anche successivamente. 🙂 Vai nella sezione I MIEI VIAGGI, visualizza il dettaglio del biglietto e seleziona il pulsante AGGIUNGI A WALLET. 🤔 Ricorda: se modifichi il viaggio, devi aggiungerlo nuovamente al wallet e cancellare quello precedente."
Biglietteria e Tariffe,Formati e Cessione,Il Biglietto Digitale Regionale può essere aggiunto al wallet?,"🤔 Il nuovo Biglietto Digitale Regionale ha alcune funzionalità evolute che al momento non permettono di aggiungerlo ad Apple Wallet. 😊 Però se hai un dispositivo Android, puoi aggiungere il Biglietto Digitale Regionale al Google Wallet subito dopo aver effettuato il check-in!"
Biglietteria e Tariffe,Formati e Cessione,"Ho comprato un biglietto senza essere loggato, come posso recuperarlo?","😊 Nessun problema! Puoi utilizzare la funzione RECUPERA BIGLIETTO presente nel menu o nella sezione I MIEI VIAGGI. 🙂 Una volta recuperato, il biglietto verrà automaticamente salvato nella sezione BIGLIETTI SALVATI dell'app nel tuo dispositivo."
Biglietteria e Tariffe,Formati e Cessione,"Non ho ricevuto l'email di conferma del biglietto, cosa faccio?","🤔 Se stai acquistando senza login, verifica di aver inserito correttamente l'indirizzo email. 😌 Se non hai ricevuto l'email di conferma, ricorda di appuntare il Codice di Recupero presente nella schermata di riepilogo. Potrai usarlo per recuperare il biglietto tramite la funzione RECUPERA BIGLIETTO."
Biglietteria e Tariffe,Formati e Cessione,Come faccio ad accedere con una utenza business?,"😊 Per accedere con una utenza business clicca su ACCEDI e inserisci le credenziali business. 🙂 Se sei un utente FS, clicca sul link dedicato per accedere. È possibile associare un'utenza Travel for Business o FS alla tua utenza personale!"
Biglietteria e Tariffe,Formati e Cessione,"Se compro biglietti per più persone, quanti punti ricevo?","🤔 Anche se acquisti biglietti per più persone, riceverai punti fedeltà solo per i viaggi che effettui tu personalmente come titolare della carta. 😊 È una regola del programma per garantire che i punti vadano effettivamente a chi viaggia!"
Biglietteria e Tariffe,Formati e Cessione,"Non mi sono stati accreditati i punti di un biglietto, cosa posso fare?","🤔 Ci sono diversi motivi per cui i punti potrebbero non essere accreditati. 😊 Se non hai comunicato il codice personale ma hai inserito nome e cognome, puoi recuperare i punti dalla tua area riservata entro 30 giorni dall'acquisto. 😔 Se non hai comunicato né il codice né i dati personali, purtroppo i punti non sono recuperabili. 🙂 Se il viaggio non è ancora avvenuto, i punti saranno caricati dopo la data del viaggio!"
Biglietteria e Tariffe,Formati e Cessione,Posso ristampare la mia CartaFRECCIA in formato cartaceo?,"😊 Certamente! Puoi stampare la tua CartaFRECCIA in formato cartaceo in due modi: 🙂 dalla sezione 'Stampa Carta' nella tua area riservata online, oppure presso gli uffici e sportelli di assistenza e biglietteria nelle stazioni dove sono presenti."
Biglietteria e Tariffe,Formati e Cessione,Cosa ricevo quando richiedo un biglietto premio online?,"😊 Quando richiedi un biglietto premio online, riceverai una e-mail di conferma all'indirizzo che hai indicato durante la registrazione al programma. 🙂 L'email conterrà il codice identificativo (codice PNR) necessario per ritirare il tuo biglietto!"
Biglietteria e Tariffe,Formati e Cessione,"Ho comprato un biglietto a dicembre 2024, posso ancora usare quei punti?","🤔 I biglietti acquistati entro il 31 dicembre 2024 seguono ancora il vecchio sistema 2023/24. 😊 Puoi usare quei punti come cashback (10 punti = 3€) ma attenzione: 😕 devi utilizzarli entro il 31 gennaio 2025, altrimenti verranno azzerati!"
Biglietteria e Tariffe,Formati e Cessione,"Se compro biglietti per più persone, quanti punti ricevo?","🤔 Riceverai punti solo per i viaggi che effettui tu personalmente come titolare della carta X-GO. 😕 Anche se acquisti biglietti per altre persone, i punti vengono riconosciuti solo per i tuoi viaggi effettivi."
Biglietteria e Tariffe,Formati e Cessione,Posso cambiare la prenotazione del biglietto bici dopo averlo acquistato?,"🤔 Puoi cambiare la prenotazione bici solo se è previsto dal tuo biglietto passeggero, nei limiti temporali dello stesso e congiuntamente al cambio del tuo biglietto. 🙂 Deve essere per treni che ammettono il trasporto bici montata!"
Biglietteria e Tariffe,Formati e Cessione,Posso chiedere il rimborso del biglietto bici?,"🤔 Il rimborso è ammesso solo se è previsto dal tuo biglietto passeggero, nei limiti temporali e congiuntamente al rimborso del biglietto principale. 🙂 Il minimo non rimborsabile viene calcolato sull'importo complessivo di entrambi i biglietti."
Biglietteria e Tariffe,Formati e Cessione,Quanto costa il biglietto per un bambino di 6 anni sui treni ad alta velocità?,😊 I ragazzi dai 4 ai 15 anni non compiuti hanno diritto a una riduzione del 50% rispetto al prezzo BASE su tutti i treni nazionali ad alta velocità. 🙂 Quindi tuo figlio pagherà la metà del prezzo normale del biglietto!
Biglietteria e Tariffe,Formati e Cessione,Come faccio ad aggiungere il biglietto per il cane se ho già comprato il mio?,😊 È semplicissimo! Vai nella sezione 'Gestisci biglietto' e usa l'opzione 'Aggiungi servizio'. 🙂 Così potrai aggiungere il biglietto per il tuo cane anche dopo aver già acquistato il tuo.
Biglietteria e Tariffe,Formati e Cessione,Per i treni regionali dove compro il biglietto del cane?,"🙂 Per i treni regionali, oltre ai normali canali di vendita, puoi acquistare il biglietto per il tuo cane di media/grande taglia anche dalla sezione 'Promozioni e Servizi Regionali'. 😊 Molto comodo!"
Biglietteria e Tariffe,Formati e Cessione,Posso cambiare o farmi rimborsare il biglietto del mio cane?,"🤔 Dipende dal tipo di treno! 😊 Per Frecce o Intercity, cambi e rimborsi sono ammessi se previsti dal tuo biglietto e se richiesti insieme al cambio del tuo biglietto. 🙂 Per i regionali, si seguono le stesse condizioni del biglietto passeggero."
Biglietteria e Tariffe,Formati e Cessione,Ci sono condizioni particolari per il rimborso del biglietto cane sui regionali?,"🤔 Sì, per i treni regionali il rimborso è possibile solo se l'importo da rimborsare è superiore a 8€. 😔 In questo caso viene applicata una trattenuta del 20% del valore del biglietto."
Biglietteria e Tariffe,Formati e Cessione,Come posso abilitare altri colleghi agli acquisti di biglietti?,"😊 È molto semplice! Accedi alla sezione ""Utenti"" dell'Area Riservata con le credenziali di Amministratore. 🙂 Clicca su ""Aggiungi nuovo utente"" in alto a destra e inserisci nome, cognome, email e userid del nuovo utente che vuoi abilitare agli acquisti."
Biglietteria e Tariffe,Formati e Cessione,"Ho pagato il biglietto online ma non ho ricevuto l'email, come posso recuperarlo?","😌 Non preoccuparti, è un problema risolvibile! 😊 Puoi recuperare il tuo biglietto in due modi: sul sito Trenitalia con l'opzione 'Cerca il biglietto' o sull'app con 'Recupera biglietto'. Ti serviranno nome, cognome e il codice di recupero che hai ricevuto al termine dell'acquisto. 🤔 Se non hai il codice di recupero, contatta i canali di assistenza Trenitalia."
Biglietteria e Tariffe,Formati e Cessione,"Ho ricevuto un addebito ma non il biglietto, significa che ho pagato davvero?","😌 Tranquillo! Se hai ricevuto un avviso di addebito ma non l'email con il biglietto, probabilmente l'acquisto non è andato a buon fine. 😊 Il pagamento non è stato completato e l'importo ti verrà riaccreditato automaticamente senza nessun addebito reale. 🙂 Per carte prepagate e bonifici, i tempi dipendono dalla tua banca."
Biglietteria e Tariffe,Formati e Cessione,"Per i prossimi acquisti, come posso essere sicuro di ricevere subito il biglietto?","😊 Ottima domanda! Per evitare problemi futuri, puoi scaricare il PDF del biglietto direttamente nella pagina di conferma dell'acquisto, subito dopo aver completato il pagamento. 🙂 In questo modo avrai immediatamente il tuo biglietto senza dover aspettare l'email!"
Biglietteria e Tariffe,Formati e Cessione,Posso aggiungere il mio biglietto Trenitalia all'Apple Wallet?,"😊 Sì! Puoi aggiungere i biglietti per Frecce e Intercity all'Apple/Google Wallet subito dopo l'acquisto o anche successivamente. 🙂 Vai nella sezione 'I miei viaggi', seleziona il biglietto e clicca 'Aggiungi a Wallet'. 🤔 Se modifichi il viaggio, ricorda di aggiungere nuovamente il biglietto e cancellare quello precedente."
Biglietteria e Tariffe,Formati e Cessione,Il Biglietto Digitale Regionale si può aggiungere al Wallet?,"🤔 Per Apple Wallet non è possibile al momento, perché il Biglietto Digitale Regionale ha funzionalità evolute non compatibili. 😊 Se hai Android invece, puoi aggiungere il Biglietto Digitale Regionale al Google Wallet subito dopo aver fatto il check-in!"
Biglietteria e Tariffe,Formati e Cessione,Dove posso acquistare il biglietto digitale regionale?,"😊 Hai diverse opzioni comode! Puoi comprarlo sul sito di Trenitalia, sull'app, chiamando il call-center, presso le agenzie di viaggio abilitate, alle biglietterie in stazione oppure sul sito di Trenitalia Tper. 🙂 Scegli il canale che preferisci!"
Biglietteria e Tariffe,Formati e Cessione,Cosa ricevo dopo aver acquistato un biglietto digitale regionale?,"😊 Riceverai una email riepilogativa e, se lo richiedi, anche un SMS con la funzione per gestire il biglietto. 🤔 Attenzione: se hai acquistato senza login, ricordati di recuperare e salvare il biglietto usando l'app nella sezione 'I miei viaggi - biglietti salvati'!"
Biglietteria e Tariffe,Formati e Cessione,Dove trovo il biglietto digitale che ho comprato?,"🙂 Se hai fatto l'acquisto con login, lo trovi nell'area 'I miei Viaggi' del sito o sull'app Trenitalia. 😊 Se hai acquistato senza login, basta aprire il link che hai ricevuto nell'email o nell'SMS!"
Biglietteria e Tariffe,Formati e Cessione,Posso aggiungere il biglietto digitale al wallet del telefono?,😔 Al momento non è possibile aggiungere il nuovo biglietto digitale al wallet. 🤔 Questo perché contiene funzionalità evolute che non sono ancora compatibili con questa opzione.
Biglietteria e Tariffe,Formati e Cessione,Quando posso modificare il mio biglietto digitale regionale?,😊 Hai molta flessibilità! Puoi fare un numero illimitato di cambi data/ora fino alle 23:59 del giorno prima del viaggio. 🙂 Il giorno stesso puoi cambiare l'orario infinite volte fino alla partenza del treno scelto. Riceverai sempre conferma via email!
Biglietteria e Tariffe,Formati e Cessione,Il biglietto digitale è personale o posso prestarlo?,"😔 Il biglietto digitale regionale è strettamente nominativo e personale, quindi non può essere ceduto ad altri. 🙂 È importante che sia sempre la persona intestataria a viaggiare con quel biglietto!"
Biglietteria e Tariffe,Formati e Cessione,Fino a quando rimane valido il biglietto digitale durante il viaggio?,"😊 Il biglietto rimane valido fino all'arrivo programmato del treno a destinazione ed è valido solo per il treno che hai validato. 😌 Se il treno viaggia in ritardo e il biglietto dovesse scadere, puoi comunque completare il viaggio fino a destinazione senza problemi!"
Biglietteria e Tariffe,Formati e Cessione,Come faccio a sapere che il biglietto digitale è attivo?,🙂 Il biglietto digitale mostra una barra dinamica verde che compare automaticamente alla partenza del treno programmato. 😊 Questa barra verde indica che il biglietto è attivo e pronto per essere controllato dal personale di bordo!
Biglietteria e Tariffe,Formati e Cessione,Posso cambiare il biglietto digitale regionale il giorno stesso del viaggio?,"😊 Assolutamente sì! Il giorno del viaggio puoi modificare l'orario un numero illimitato di volte, fino alla partenza programmata del treno che hai scelto. 🙂 È molto comodo per adattarsi agli imprevisti della giornata!"
Biglietteria e Tariffe,Formati e Cessione,"Mio figlio ha 5 anni, paga il biglietto intero?","😊 No, non paga il prezzo intero! I ragazzi dai 4 ai 15 anni non compiuti hanno diritto a una riduzione del 50% sui treni nazionali rispetto al prezzo BASE. 🙂 Sui treni regionali, i bambini dai 4 ai 12 anni non compiuti hanno sempre lo sconto del 50%."
